Date,Time,Location,City,State,Weather (2&3),Road Surface (6),Traffic Control Device (4),Intersection Type (7),Traffic Way Desc (8),Collision Manner (11),# of Involved Vehicles,Vehicle1 Configuration (21),Driver1 Contrib Code1 (25),Driver1 Contrib Code2 (25),Vehicle2 Configuration (21),Driver2 Contrib Code1 (25),Driver2 Contrib Code2 (25),Vehicle3 Configuration (21),Driver3 Contrib Code1 (25),Driver3 Contrib Code2 (25),Vehicle4 Configuration (21),Driver4 Contrib Code1 (25),Driver4 Contrib Code2 (25),Vehicle5 Configuration (21),Driver5 Contrib Code1 (25),Driver5 Contrib Code2 (25),Vehicle6 Configuration (21),Driver6 Contrib Code1 (25),Driver6 Contrib Code2 (25),Vehicle7 Configuration (21),Driver7 Contrib Code1 (25),Driver7 Contrib Code2 (25),Bicycle,Pedestrian,Non-MV,Non-Motorist Location (16),Non-Motorist Action (15),Non-Motorist Type,Manner of Non-Motorist (Person) Collision,Injury,Multiple,Gender1,Age1,Severity1,Hospital1,Gender2,Age2,Severity2,Hospital2,Gender3,Age3,Severity3,Hospital3,Gender4,Age4,Severity4,Hospital4,Gender5,Age5,Severity5,Hospital5,City Vehicle?,Notes,column 65,column 66,column 67,column 68,column 69,column 70,column 71,column 72,column 73,column 74,column 75,column 76,column 77,column 78,column 79,column 80,column 81,column 82,column 83,column 84,column 85,column 86,column 87,column 88,column 89
12/24/2010,8:10,WASHINGTON STREET & BEACON STREET,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12/25/2010,1:40,MEACHAM STREET & EDGAR AVENUE,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12/28/2010,1:29,34 MARSHALL STREET,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12/28/2010,9:33,MEDFORD STREET & SYCAMORE STREET,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12/28/2010,11:45,198 WASHINGTON STREET,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
01/01/2011,16:28,56 WALNUT STREET,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
01/01/2011,22:15,BROADWAY & NORTH STREET,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
01/03/2011,2:00,8 BRADLEY STREET,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
01/03/2011,7:49,518 MEDFORD STREET,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
01/03/2011,9:09,7 BRADLEY STREET,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
01/03/2011,12:02,21 INVALOO STREET,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
01/03/2011,14:36,35 MYSTIC AVENUE,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
01/03/2011,13:35,HIGHLAND AVENUE & WALDO STREET,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
01/04/2011,1:00,MAIN STREET & EDGAR AVENUE,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
01/04/2011,14:11,ALFORD A LOMBARDI WAY & MYSTIC AVENUE,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
01/04/2011,14:52,16 CROSS STREET,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
01/05/2011,16:50,220 WASHINGTON STREET,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
01/06/2011,7:11,MEDFORD STREET & WARREN STREET,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
01/06/2011,8:25,37 MERRIAM STREET,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
01/07/2011,2:55,LOWELL STREET & HUDSON STREET,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
01/07/2011,9:50,HIGHLAND AVENUE & LOWELL STREET,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
01/08/2011,18:46,590 SOMERVILLE AVENUE,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
01/09/2011,7:13,WEBSTER AVENUE & PROSPECT STREET,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
01/09/2011,9:50,ELM STREET & GROVE STREET,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
01/09/2011,21:26,240 ELM STREET,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
01/11/2011,16:46,15 GRANDVIEW AVENUE,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
01/12/2011,11:25,259 POWDER HOUSE BOULEVARD,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
01/13/2011,9:34,TEMPLE STREET & JAQUES STREET,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
01/13/2011,12:26,HIGHLAND AVENUE & CENTRAL STREET,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
01/14/2011,19:28,117 CROSS STREET,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
01/15/2011,12:29,181 WASHINGTON STREET,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
01/15/2011,17:14,SOMERVILLE AVENUE & IBBETSON STREET,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/2011,11:59,30 FRANCESCA AVENUE,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/2011,15:18,MCGRATH HIGHWAY Rte 28 N & MEDFORD STREET,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
01/17/2011,0:00,WALNUT STREET & BOW STREET,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
01/17/2011,11:25,BROADWAY & FRANKLIN STREET,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
01/17/2011,21:03,93 PENNSYLVANIA AVENUE,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
01/18/2011,7:30,CENTRAL STREET & GIBBENS STREET,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
01/18/2011,21:25,BROADWAY & SARGENT AVENUE,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
01/18/2011,17:50,ELM STREET & BURNSIDE AVENUE,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
01/20/2011,11:26,8 WYATT STREET,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
01/20/2011,13:31,HILLSDALE ROAD & CONWELL AVENUE,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
01/20/2011,19:04,220 WASHINGTON STREET,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
01/21/2011,8:05,CENTRAL STREET & CLEVELAND STREET,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
01/24/2011,8:36,PROSPECT STREET & SOMERVILLE AVENUE,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
01/24/2011,9:24,WALNUT STREET & BROADWAY,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
01/24/2011,13:55,50 RAYMOND AVENUE,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
01/24/2011,18:12,BEACON STREET & PARK STREET,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
01/25/2011,2:42,366 BROADWAY,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
01/25/2011,9:30,34 QUINCY STREET,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
01/25/2011,14:05,ELM STREET & SOMERVILLE AVENUE,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
01/25/2011,14:30,84 PERKINS STREET,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
01/25/2011,17:11,EDGAR AVENUE & JAQUES STREET,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
01/25/2011,18:00,432 NORFOLK STREET,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
01/25/2011,21:46,TEMPLE STREET & JAQUES STREET,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
01/25/2011,18:10,ADELAIDE ROAD & SOMERVILLE AVENUE,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
01/26/2011,10:45,COLUMBUS AVENUE & WASHINGTON STREET,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
01/26/2011,12:00,SOMERVILLE AVENUE & CENTRAL STREET,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
01/26/2011,23:01,15 CHESTER STREET,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
01/27/2011,9:36,61 STERLING STREET,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
01/27/2011,15:10,32 CURTIS STREET,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
01/29/2011,7:15,TEMPLE ROAD & GOVERNOR WINTHROP ROAD,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
01/30/2011,15:15,HIGHLAND AVENUE & TOWER STREET,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
01/30/2011,23:00,GRANITE STREET & KNAPP STREET,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
01/31/2011,6:37,302 MCGRATH HIGHWAY,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
01/31/2011,7:39,7 LOWELL TERRACE,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
01/31/2011,15:38,BROADWAY & CROSS STREET,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
02/01/2011,15:27,7 WASHINGTON STREET,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
02/02/2011,0:00,CENTRAL STREET & MEDFORD STREET,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
02/03/2011,10:28,HOLLAND STREET Rte 31 W & WINTER STREET,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
02/04/2011,2:47,MEDFORD STREET & ADAMS STREET,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
02/04/2011,10:46,BROADWAY & TEMPLE STREET,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
02/04/2011,11:30,WASHINGTON STREET & INNER BELT ROAD,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
02/05/2011,12:15,FLINT STREET & FRANKLIN STREET,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
02/05/2011,13:00,400 SOMERVILLE AVENUE,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
02/05/2011,14:25,WASHINGTON STREET & JOY STREET,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
02/05/2011,17:21,54 UNION SQUARE,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
02/06/2011,0:00,MEDFORD STREET & SCHOOL STREET,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
02/06/2011,17:06,544 BROADWAY,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
02/07/2011,13:58,CEDAR STREET & SUMMER STREET,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
02/07/2011,23:49,JOY STREET & POPLAR STREET,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
02/08/2011,8:31,77 MERRIAM STREET,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
02/08/2011,10:33,82 WILLOW AVENUE,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
02/08/2011,11:57,BROADWAY & MONTGOMERY AVENUE,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
02/08/2011,15:52,PURITAN ROAD & TEMPLE ROAD,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
02/09/2011,8:21,34 HEATH STREET,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
02/09/2011,8:23,LOWELL STREET & VERNON STREET,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
02/10/2011,10:56,128 RODGERS AVE,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
02/13/2011,10:25,BOW STREET & WARREN AVENUE,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
02/13/2011,13:45,CEDAR STREET & ELM STREET,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
02/14/2011,10:23,24 WALNUT STREET,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
02/14/2011,14:10,WARNER STREET & BROADWAY,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
02/15/2011,23:00,220 WASHINGTON STREET,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
02/17/2011,7:20,BROADWAY & SIMPSON AVENUE,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
02/18/2011,2:25,PEMBROKE STREET & CENTRAL STREET,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
02/18/2011,14:08,POWDER HOUSE BOULEVARD & CURTIS STREET,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
02/18/2011,20:45,233 ELM STREET & GROVE STREET & ELM STREET,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
02/20/2011,18:38,15 PURITAN ROAD,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
02/21/2011,10:11,POWDER HOUSE BOULEVARD & CURTIS STREET,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
02/22/2011,9:03,35 MORELAND STREET,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
02/24/2011,14:44,WALNUT STREET & BROADWAY,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
02/25/2011,2:00,60 SUMMER STREET,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
02/25/2011,7:00,CHERRY STREET & SUMMER STREET,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
02/25/2011,10:43,5 MIDDLESEX AVENUE,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
02/26/2011,11:25,WASHINGTON STREET & INNER BELT ROAD,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
02/26/2011,2:00,WEBSTER AVENUE & NEWTON STREET,Somerville,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
